Chr37	Start37	End37	Orient37	Chr38 	Start38	End38	Orient38
X	2126230	2126581	+	X	2208205	2208556	+
X	2126581	2127193	+	X	2208557	2209169	+
X	2127193	2127245	+	X	2209171	2209223	+
X	2127245	2127253	+	X	2209224	2209232	+
X	2127253	2127392	+	X	2209233	2209372	+
X	2127392	2128029	+	X	2209373	2210010	+
X	2128030	2128891	+	X	2210010	2210871	+
X	2128893	2129281	+	X	2210871	2211259	+
X	2129293	2129325	+	X	2211259	2211291	+
X	2129333	2130049	+	X	2211291	2212007	+
X	2130049	7623882	+	X	2212008	7705841	+
X	7673882	9181571	+	X	7705841	9213530	+
X	9181571	10738674	+	X	9213531	10770634	+
X	10788753	10875140	+	X	10770634	10857021	+
X	10875141	11743827	+	X	10857021	11725707	+
X	11743827	14165524	+	X	11725708	14147405	+
X	14165527	15434369	+	X	14147405	15416247	+
X	15434370	17554130	+	X	15416247	17536007	+
X	17554130	17566017	+	X	17536008	17547895	+
X	17566017	17616215	+	X	17547896	17598094	+
X	17616215	18694791	+	X	17598095	18676671	+
X	18694791	18735912	+	X	18676672	18717793	+
X	18735912	22141691	+	X	18717794	22123573	+
X	22141691	36261803	+	X	22123574	36243686	+
X	36261803	36428032	+	X	36243688	36409917	+
X	36428032	36452338	+	X	36409919	36434225	+
X	36452338	36491386	+	X	36434255	36473303	+
X	36491386	36543993	+	X	36473307	36525914	+
X	36543994	36579001	+	X	36525914	36560921	+
X	36579001	36582164	+	X	36560925	36564088	+
X	36582164	36612793	+	X	36564090	36594719	+
X	36612793	37098256	+	X	36594720	37080183	+
X	37148256	37157042	+	X	37289004	37297790	+
X	37157043	38523036	+	X	37297790	38663783	+
X	38523037	38619155	+	X	38663783	38759901	+
X	38619155	38773449	+	X	38759902	38914196	+
X	38773450	38806948	+	X	38914196	38947694	+
X	38806949	38857914	+	X	38947694	38998659	+
X	38857914	38861812	+	X	38998660	39002558	+
X	38861812	39122143	+	X	39002559	39262890	+
X	39122144	39860331	+	X	39262890	40001077	+
X	39860331	40229849	+	X	40001078	40370596	+
X	40229849	40598441	+	X	40370597	40739189	+
X	40598442	42135687	+	X	40739189	42276434	+
X	42135687	42526211	+	X	42276435	42666959	+
X	42526211	42682394	+	X	42666960	42823143	+
X	42682394	42710703	+	X	42823144	42851453	+
X	42710703	43374467	+	X	42851454	43515218	+
X	43374467	43551428	+	X	43515219	43692180	+
X	43551428	43685483	+	X	43692181	43826236	+
X	43685483	44764380	+	X	43826237	44905134	+
X	44764380	45548349	+	X	44905135	45689104	+
X	45548349	45548492	+	X	45689105	45689248	+
X	45550471	45550614	+	X	45691227	45691370	+
X	45550615	45569978	+	X	45691370	45710733	+
X	45569978	45570188	+	X	45710737	45710947	+
X	45570195	45570236	+	X	45710947	45710988	+
X	45570236	45572456	+	X	45710996	45713216	+
X	45572456	45576177	+	X	45713218	45716939	+
X	45576177	45580443	+	X	45716940	45721206	+
X	45580443	45580921	+	X	45721262	45721740	+
X	45580922	45582053	+	X	45721740	45722871	+
X	45582053	45583080	+	X	45722872	45723899	+
X	45583104	45586010	+	X	45723899	45726805	+
X	45586011	45587574	+	X	45726805	45728368	+
X	45587881	45589318	+	X	45728368	45729805	+
X	45589318	45589367	+	X	45729826	45729875	+
X	45589371	45589394	+	X	45729875	45729898	+
X	45589394	45589889	+	X	45729904	45730399	+
X	45589889	45595956	+	X	45730400	45736467	+
X	45595958	45596222	+	X	45736467	45736731	+
X	45596222	45596338	+	X	45736796	45736912	+
X	45596339	45598541	+	X	45736912	45739114	+
X	45598543	45604412	+	X	45739114	45744983	+
X	45604412	45606303	+	X	45744984	45746875	+
X	45606303	45606316	+	X	45746881	45746894	+
X	45606316	45609911	+	X	45746910	45750505	+
X	45609911	45612229	+	X	45750506	45752824	+
X	45612235	45613415	+	X	45752824	45754004	+
X	45613415	45614831	+	X	45754010	45755426	+
X	45614831	45656330	+	X	45755428	45796927	+
X	45656331	45659399	+	X	45796927	45799995	+
X	45659400	45660526	+	X	45799995	45801121	+
X	45660526	45660650	+	X	45801122	45801246	+
X	45660657	45661968	+	X	45801246	45802557	+
X	45661972	45664974	+	X	45802557	45805559	+
X	45664974	45665725	+	X	45805563	45806314	+
X	45665726	45668331	+	X	45806314	45808919	+
X	45668333	45670933	+	X	45808919	45811519	+
X	45670934	45671706	+	X	45811519	45812291	+
X	45671707	45677694	+	X	45812291	45818278	+
X	45677695	45681075	+	X	45818278	45821658	+
X	45681087	45682723	+	X	45821658	45823294	+
X	45682724	45684713	+	X	45823294	45825283	+
X	45684713	45686515	+	X	45825288	45827090	+
X	45686518	45694484	+	X	45827090	45835056	+
X	45694484	45695827	+	X	45835057	45836400	+
X	45695827	45696136	+	X	45836402	45836711	+
X	45696136	45696896	+	X	45836722	45837482	+
X	45696908	45701016	+	X	45837482	45841590	+
X	45701017	45702050	+	X	45841590	45842623	+
X	45702051	45704622	+	X	45842623	45845194	+
X	45704622	45705932	+	X	45845198	45846508	+
X	45705940	45707326	+	X	45846508	45847894	+
X	45707330	45707374	+	X	45847894	45847938	+
X	45707374	45708093	+	X	45847939	45848658	+
X	45708093	45709498	+	X	45848659	45850064	+
X	45709498	45709629	+	X	45850066	45850197	+
X	45709629	45715077	+	X	45850199	45855647	+
X	45715083	45715908	+	X	45855647	45856472	+
X	45715908	46810693	+	X	45856473	46951258	+
X	46810780	46810790	+	X	46971321	46971331	-
X	46810790	46811000	+	X	46971110	46971320	-
X	46811000	46819269	+	X	46962839	46971108	-
X	46819269	46821854	+	X	46960253	46962838	-
X	46821855	46830508	+	X	46951600	46960253	-
X	46830513	46830761	+	X	46951352	46951600	-
X	46830761	46830781	+	X	46951331	46951351	-
X	46830781	46830783	+	X	46971388	46971390	+
X	46830784	46830804	+	X	46971390	46971410	+
X	46830804	46830842	+	X	46971411	46971449	+
X	46830842	46830879	+	X	46971450	46971487	+
X	46830879	46832010	+	X	46971488	46972619	+
X	46832011	46832145	+	X	46972619	46972753	+
X	46832145	46834449	+	X	46972754	46975058	+
X	46834449	46835127	+	X	46975059	46975737	+
X	46835128	46843908	+	X	46975737	46984517	+
X	46843918	46849490	+	X	46984517	46990089	+
X	46849491	46850487	+	X	46990089	46991085	+
X	46850488	46851782	+	X	46991085	46992379	+
X	46851782	46918916	+	X	46992380	47059514	+
X	46918916	46918950	+	X	47059515	47059549	+
X	46918950	46918957	+	X	47059550	47059557	+
X	46918957	46918974	+	X	47059558	47059575	+
X	46918974	46919651	+	X	47059576	47060253	+
X	46919652	47841313	+	X	47060253	47981914	+
X	47841314	47848841	+	X	47981914	47989441	+
X	47848842	47858273	+	X	47989441	47998872	+
X	47858273	47858777	+	X	47998873	47999377	+
X	47858777	47863552	+	X	47999378	48004153	+
X	47863552	47867949	+	X	48004154	48008551	+
X	47867949	47869590	+	X	48008552	48010193	+
X	47869590	47869846	+	X	48010194	48010450	+
X	47869846	47870526	+	X	48010451	48011131	+
X	47870526	47871555	+	X	48011132	48012161	+
X	47871557	47872330	+	X	48012161	48012934	+
X	47872336	47872463	+	X	48012934	48013061	+
X	47872463	47873701	+	X	48013065	48014303	+
X	47873701	47876462	+	X	48014305	48017066	+
X	47876462	47878194	+	X	48017067	48018799	+
X	47878194	47887600	+	X	48018800	48028206	+
X	47887600	47889556	+	X	48028207	48030163	+
X	47889558	47893994	+	X	48030163	48034599	+
X	47893995	47896601	+	X	48034599	48037205	+
X	47896601	47901511	+	X	48037208	48042118	+
X	47901511	47906557	+	X	48042119	48047165	+
X	47906557	47911134	+	X	48047166	48051743	+
X	47911137	47911565	+	X	48051743	48052171	+
X	47911565	47911601	+	X	48052172	48052208	+
X	47911601	47913634	+	X	48052211	48054244	+
X	47913634	47914859	+	X	48054246	48055471	+
X	47914859	47915224	+	X	48055472	48055837	+
X	47915225	47915314	+	X	48055837	48055926	+
X	47915315	47919623	+	X	48055926	48060234	+
X	47919623	47922335	+	X	48060244	48062956	+
X	47922337	47924836	+	X	48062956	48065455	+
X	47924844	47925715	+	X	48065455	48066326	+
X	47925715	47927554	+	X	48066327	48068166	+
X	47927554	47927645	+	X	48068170	48068261	+
X	47927645	47929221	+	X	48068265	48069841	+
X	47929224	47929994	+	X	48069841	48070611	+
X	47929994	47930202	+	X	48070613	48070821	+
X	47930202	47933500	+	X	48070835	48074133	+
X	47933502	47937062	+	X	48074133	48077693	+
X	47937064	47939336	+	X	48077693	48079965	+
X	47939337	47940335	+	X	48079965	48080963	+
X	47940340	47940417	+	X	48080963	48081040	+
X	47940417	47949789	+	X	48081048	48090420	+
X	47949790	47950160	+	X	48090420	48090790	+
X	47950172	47951034	+	X	48090790	48091652	+
X	47951034	47951072	+	X	48091654	48091692	+
X	47951072	47953953	+	X	48091693	48094574	+
X	47953954	47954249	+	X	48094574	48094869	+
X	47954250	47955424	+	X	48094869	48096043	+
X	47955427	47956020	+	X	48096043	48096636	+
X	47956021	47956859	+	X	48096636	48097474	+
X	47956859	47958550	+	X	48097475	48099166	+
X	47958550	47958860	+	X	48099167	48099477	+
X	47958861	47959124	+	X	48099477	48099740	+
X	47959124	47963247	+	X	48099741	48103864	+
X	47963248	47964497	+	X	48103864	48105113	+
X	47964498	47967631	+	X	48105113	48108246	+
X	47967631	47967985	+	X	48108247	48108601	+
X	47967986	47968351	+	X	48108601	48108966	+
X	47968351	47972356	+	X	48108967	48112972	+
X	47972356	47974853	+	X	48112973	48115470	+
X	47974853	47988663	+	X	48115471	48129281	+
X	47988664	47988710	+	X	48129281	48129327	+
X	47988710	47988711	+	X	48129336	48129337	+
X	47988719	47994657	+	X	48129337	48135275	+
X	47994657	47995748	+	X	48135279	48136370	+
X	47995748	47997677	+	X	48136371	48138300	+
X	47997677	47997815	+	X	48138302	48138440	+
X	47997819	47997866	+	X	48138440	48138487	+
X	47997872	47997919	+	X	48138487	48138534	+
X	47997925	47998676	+	X	48138534	48139285	+
X	47998713	47998743	+	X	48139285	48139315	+
X	47998744	47998748	+	X	48139315	48139319	+
X	47998748	47998751	+	X	48139329	48139332	+
X	47998753	47998763	+	X	48139332	48139342	+
X	47998763	47998777	+	X	48139343	48139357	+
X	47998781	47998794	+	X	48139357	48139370	+
X	47998796	47998838	+	X	48139370	48139412	+
X	47998840	48036689	+	X	48139412	48177261	+
X	48036697	48065271	+	X	48177261	48205835	+
X	48065271	48228683	+	X	48205836	48369248	+
X	48228683	48232169	+	X	48369250	48372736	+
X	48232169	48235854	+	X	48372737	48376422	+
X	48235854	48236519	+	X	48418344	48419009	-
X	48237169	48237495	+	X	48377737	48378063	+
X	48237495	48248983	+	X	48405883	48417371	-
X	48250749	48263559	+	X	48391307	48404117	+
X	48263559	48266183	+	X	48388683	48391307	-
X	48266184	48268430	+	X	48386437	48388683	-
X	48275726	48276047	+	X	48417371	48417692	+
X	48276050	48276702	+	X	48417692	48418344	+
X	48277369	48278999	+	X	48419009	48420639	+
X	48279023	48280772	+	X	48420639	48422388	+
X	48280772	48281081	+	X	48422389	48422698	+
X	48281083	48284571	+	X	48422698	48426186	+
X	48284573	48289992	+	X	48426186	48431605	+
X	48289992	48290025	+	X	48431609	48431642	+
X	48290025	48302958	+	X	48431646	48444579	+
X	48302959	48305797	+	X	48444579	48447417	+
X	48305797	48309413	+	X	48447425	48451041	+
X	48309417	48310109	+	X	48451041	48451733	+
X	48310109	48310951	+	X	48451734	48452576	+
X	48310952	48310960	+	X	48452576	48452584	+
X	48310961	48313469	+	X	48452584	48455092	+
X	48313473	48314676	+	X	48455092	48456295	+
X	48314678	48317078	+	X	48456295	48458695	+
X	48317081	48321020	+	X	48458695	48462634	+
X	48321020	48323711	+	X	48462635	48465326	+
X	48323713	48327212	+	X	48465326	48468825	+
X	48327213	48522193	+	X	48468825	48663805	+
X	48522194	48548108	+	X	48663805	48689719	+
X	48548109	48548977	+	X	48689719	48690587	+
X	48548978	48571963	+	X	48690587	48713572	+
X	48571965	48572659	+	X	48713572	48714266	+
X	48572671	48589927	+	X	48714266	48731522	+
X	48589927	48594926	+	X	48731523	48736522	+
X	48594929	48598755	+	X	48736522	48740348	+
X	48598755	48601048	+	X	48740349	48742642	+
X	48601048	48605503	+	X	48742644	48747099	+
X	48605503	48618214	+	X	48747100	48759811	+
X	48618215	48623981	+	X	48759811	48765577	+
X	48623982	48625390	+	X	48765577	48766985	+
X	48625402	48628390	+	X	48766985	48769973	+
X	48628390	48633971	+	X	48769974	48775555	+
X	48633971	48639605	+	X	48775556	48781190	+
X	48639605	48639676	+	X	48781192	48781263	+
X	48639676	48649426	+	X	48781268	48791018	+
X	48649426	48678928	+	X	48791019	48820521	+
X	48678931	48685074	+	X	48820521	48826664	+
X	48685075	48685618	+	X	48826664	48827207	+
X	48685618	48693189	+	X	48827208	48834779	+
X	48693189	48694045	+	X	48834787	48835643	+
X	48694045	48700954	+	X	48835644	48842553	+
X	48700954	48701994	+	X	48842555	48843595	+
X	48701994	48702535	+	X	48843596	48844137	+
X	48702536	48702994	+	X	48844137	48844595	+
X	48702995	48703186	+	X	48844595	48844786	+
X	48703186	48704751	+	X	48844787	48846352	+
X	48704752	48714360	+	X	48846352	48855960	+
X	48714361	48715271	+	X	48855960	48856870	+
X	48715271	48720797	+	X	48856871	48862397	+
X	48720798	48723367	+	X	48862397	48864966	+
X	48723368	48724279	+	X	48864966	48865877	+
X	48724279	48724648	+	X	48865879	48866248	+
X	48724651	48726222	+	X	48866248	48867819	+
X	48726222	48742955	+	X	48867823	48884556	+
X	48742956	48742989	+	X	48884556	48884589	+
X	48742989	48743581	+	X	48885706	48886298	+
X	48743582	48745638	+	X	48886298	48888354	+
X	48745638	48756101	+	X	48888355	48898818	+
X	48756101	48782555	+	X	48898824	48925278	+
X	48782555	48783627	+	X	48925279	48926351	+
X	48783627	48786101	+	X	48926352	48928826	+
X	48786102	48789437	+	X	48928826	48932161	+
X	48789437	48790689	+	X	48932164	48933416	+
X	48790689	48791592	+	X	48933417	48934320	+
X	48791593	48793211	+	X	48934320	48935938	+
X	48793211	48798703	+	X	48935940	48941432	+
X	48798703	48799501	+	X	48941446	48942244	+
X	48799505	48802527	+	X	48942244	48945266	+
X	48802527	48813572	+	X	48945267	48956312	+
X	48813574	48815902	+	X	48956312	48958640	+
X	48815902	48822259	+	X	48958641	48964998	+
X	48822263	48822294	+	X	48964998	48965029	+
X	48822294	48829453	+	X	48965887	48973046	+
X	48829457	48830307	+	X	48973046	48973896	+
X	48830308	48835887	+	X	48973896	48979475	+
X	48835891	48836195	+	X	48979475	48979779	+
X	48836196	48836642	+	X	48979779	48980225	+
X	48836642	48837296	+	X	48980229	48980883	+
X	48837296	48841153	+	X	48980884	48984741	+
X	48841154	48842656	+	X	48984741	48986243	+
X	48842657	48844368	+	X	48986243	48987954	+
X	48844368	48856776	+	X	48987956	49000364	+
X	48856776	48859095	+	X	49000365	49002684	+
X	48859095	48862922	+	X	49002685	49006512	+
X	48862922	48863890	+	X	49006513	49007481	+
X	48863891	48865666	+	X	49007481	49009256	+
X	48865666	48868715	+	X	49009257	49012306	+
X	48868723	48869944	+	X	49012306	49013527	+
X	48869945	48872004	+	X	49013527	49015586	+
X	48872004	48872384	+	X	49015588	49015968	+
X	48872384	48872986	+	X	49015974	49016576	+
X	48872986	48873644	+	X	49016584	49017242	+
X	48873646	48874623	+	X	49017242	49018219	+
X	48875730	48878105	+	X	49018219	49020594	+
X	48878105	48878247	+	X	49020595	49020737	+
X	48878248	48878642	+	X	49020737	49021131	+
X	48878642	48880757	+	X	49021143	49023258	+
X	48880757	48881123	+	X	49023260	49023626	+
X	48881130	48883435	+	X	49023626	49025931	+
X	48883441	48885045	+	X	49025931	49027535	+
X	48885046	48888619	+	X	49027535	49031108	+
X	48888623	48891810	+	X	49031108	49034295	+
X	48891810	48892480	+	X	49034296	49034966	+
X	48892481	48892862	+	X	49034966	49035347	+
X	48892874	48892948	+	X	49035347	49035421	+
X	48892948	48893949	+	X	49035424	49036425	+
X	48893950	48894007	+	X	49036425	49036482	+
X	48894008	48894024	+	X	49036482	49036498	+
X	48894024	48897860	+	X	49036499	49040335	+
X	48897862	48899552	+	X	49040335	49042025	+
X	48899552	48904484	+	X	49042026	49046958	+
X	48904486	48904864	+	X	49046958	49047336	+
X	48904865	48907458	+	X	49047336	49049929	+
X	48907458	48908525	+	X	49049930	49050997	+
X	48908526	48914154	+	X	49050997	49056625	+
X	48914156	48924346	+	X	49056625	49066815	+
X	48924351	48926865	+	X	49066815	49069329	+
X	48926981	48928251	+	X	49069329	49070599	+
X	48928256	48929264	+	X	49070599	49071607	+
X	48929266	48938467	+	X	49071607	49080808	+
X	48938467	48938546	+	X	49080809	49080888	+
X	48938546	48939640	+	X	49080889	49081983	+
X	48939641	48939898	+	X	49081983	49082240	+
X	48939898	48941355	+	X	49082245	49083702	+
X	48941356	48941396	+	X	49083702	49083742	+
X	48941397	48941416	+	X	49083742	49083761	+
X	48941416	48941563	+	X	49084505	49084652	+
X	48941564	48942708	+	X	49084652	49085796	+
X	48942731	48946738	+	X	49085796	49089803	+
X	48946739	48949078	+	X	49089803	49092142	+
X	48949081	48949305	+	X	49092142	49092366	+
X	48949305	48952721	+	X	49092367	49095783	+
X	48952722	48954056	+	X	49095783	49097117	+
X	48954056	48954283	+	X	49097118	49097345	+
X	48954285	48955446	+	X	49097345	49098506	+
X	48955446	48956729	+	X	49098508	49099791	+
X	48956729	48956735	+	X	49099793	49099799	+
X	48956737	48959795	+	X	49099799	49102857	+
X	48959795	48960727	+	X	49102861	49103793	+
X	48960727	48962554	+	X	49103794	49105621	+
X	48962554	48964399	+	X	49105623	49107468	+
X	48964400	48964408	+	X	49107468	49107476	+
X	48964411	48965728	+	X	49107476	49108793	+
X	48965730	48966185	+	X	49108793	49109248	+
X	48966186	48971542	+	X	49109248	49114604	+
X	48971542	48971544	+	X	49114616	49114618	+
X	48971552	48971563	+	X	49114618	49114629	+
X	48971572	48971578	+	X	49114629	49114635	+
X	48971583	48971585	+	X	49114635	49114637	+
X	48971585	48971588	+	X	49114642	49114645	+
X	48971588	48971591	+	X	49114649	49114652	+
X	48971591	48971647	+	X	49115231	49115287	+
X	48971647	48971661	+	X	49115289	49115303	+
X	48971661	48971733	+	X	49115304	49115376	+
X	48971733	48971734	+	X	49115379	49115380	+
X	48971737	48971852	+	X	49115380	49115495	+
X	48971852	48971876	+	X	49115497	49115521	+
X	48971876	48975308	+	X	49115522	49118954	+
X	48975308	48978625	+	X	49118955	49122272	+
X	48978625	48981631	+	X	49122275	49125281	+
X	48981631	48982005	+	X	49125295	49125669	+
X	48982005	48984435	+	X	49125670	49128100	+
X	48984435	48984736	+	X	49128110	49128411	+
X	48984748	48985162	+	X	49128411	49128825	+
X	48985162	48988114	+	X	49128826	49131778	+
X	48988114	48988342	+	X	49131780	49132008	+
X	48988342	48988344	+	X	49132010	49132012	+
X	48988346	48988578	+	X	49132012	49132244	+
X	48988579	48988788	+	X	49132244	49132453	+
X	48988796	48992484	+	X	49132453	49136141	+
X	48992484	48992792	+	X	49136146	49136454	+
X	48992800	48993844	+	X	49136454	49137498	+
X	48993844	48994200	+	X	49137499	49137855	+
X	48994200	48994712	+	X	49137863	49138375	+
X	48994712	48995013	+	X	49138376	49138677	+
X	48995013	49009491	+	X	49138678	49153156	+
X	49009492	49010890	+	X	49153156	49154554	+
X	49010891	49012183	+	X	49154554	49155846	+
X	49012183	49012338	+	X	49164219	49164374	-
X	49012338	49012353	+	X	49164202	49164217	-
X	49012353	49012357	+	X	49164190	49164194	-
X	49012365	49012373	+	X	49164182	49164190	-
X	49012384	49012388	+	X	49164178	49164182	-
X	49012389	49012489	+	X	49164078	49164178	-
X	49012495	49012498	+	X	49164075	49164078	-
X	49012499	49012522	+	X	49164052	49164075	-
X	49012525	49012623	+	X	49163954	49164052	-
X	49012623	49012781	+	X	49163795	49163953	-
X	49012781	49012868	+	X	49163707	49163794	-
X	49012868	49012947	+	X	49163627	49163706	-
X	49012949	49012988	+	X	49163588	49163627	-
X	49012989	49013137	+	X	49163440	49163588	-
X	49013138	49016040	+	X	49160538	49163440	-
X	49016041	49016693	+	X	49159886	49160538	-
X	49016694	49018425	+	X	49158155	49159886	-
X	49018425	49019778	+	X	49156800	49158153	-
X	49019778	49019786	+	X	49156791	49156799	-
