Chr37	Start37	End37	Orient37	Chr38 	Start38	End38	Orient38
22	22475239	22476552	+	22	22120845	22122158	+
22	22476553	22478208	+	22	22122158	22123813	+
22	22478208	22484247	+	22	22123814	22129853	+
22	22484247	22524468	+	22	22129854	22170075	+
22	22524472	22524928	+	22	22170075	22170531	+
22	22524929	22525098	+	22	22170531	22170700	+
22	22525098	22532106	+	22	22170712	22177720	+
22	22532108	22532235	+	22	22177720	22177847	+
22	22532235	22532309	+	22	22177848	22177922	+
22	22532312	22542132	+	22	22177922	22187742	+
22	22542132	22544814	+	22	22187743	22190425	+
22	22544817	22545729	+	22	22190425	22191337	+
22	22545732	22548246	+	22	22191337	22193851	+
22	22548251	22553765	+	22	22193851	22199365	+
22	22553766	22554616	+	22	22199365	22200215	+
22	22554617	22554649	+	22	22200215	22200247	+
22	22554649	22557108	+	22	22200255	22202714	+
22	22557108	22557235	+	22	22202715	22202842	+
22	22557236	22557401	+	22	22202842	22203007	+
22	22557401	22557417	+	22	22203010	22203026	+
22	22557419	22557462	+	22	22203026	22203069	+
22	22557466	22558415	+	22	22203069	22204018	+
22	22558415	22558599	+	22	22204019	22204203	+
22	22558599	22559434	+	22	22204208	22205043	+
22	22559434	22559534	+	22	22205044	22205144	+
22	22559535	22560610	+	22	22205144	22206219	+
22	22560610	22562344	+	22	22206221	22207955	+
22	22562344	22562374	+	22	22207956	22207986	+
22	22562375	22563032	+	22	22207986	22208643	+
22	22563034	22568668	+	22	22208643	22214277	+
22	22568668	22571569	+	22	22214278	22217179	+
22	22571571	22575766	+	22	22217179	22221374	+
22	22575767	22581115	+	22	22221374	22226722	+
22	22581116	22582490	+	22	22226722	22228096	+
22	22582492	22585768	+	22	22228096	22231372	+
22	22585771	22587001	+	22	22231372	22232602	+
22	22587001	22587559	+	22	22232606	22233164	+
22	22587575	22588192	+	22	22233164	22233781	+
22	22588193	22589149	+	22	22233781	22234737	+
22	22589153	22589264	+	22	22234737	22234848	+
22	22589264	22591762	+	22	22234855	22237353	+
22	22591763	22592476	+	22	22237353	22238066	+
22	22592476	22592672	+	22	22238067	22238263	+
22	22592673	22594316	+	22	22238263	22239906	+
22	22594316	22595093	+	22	22239908	22240685	+
22	22595094	22595553	+	22	22240685	22241144	+
22	22595554	22595695	+	22	22241144	22241285	+
22	22595695	22596730	+	22	22241286	22242321	+
22	22596731	22596799	+	22	22242321	22242389	+
22	22596800	22598156	+	22	22242389	22243745	+
22	22598157	22601740	+	22	22243745	22247328	+
22	22601740	22605514	+	22	22247329	22251103	+
22	22605518	22605763	+	22	22251103	22251348	+
22	22605768	22605835	+	22	22251348	22251415	+
22	22605835	22606689	+	22	22251445	22252299	+
22	22606695	22607567	+	22	22252299	22253171	+
22	22607570	22607580	+	22	22253171	22253181	+
22	22607580	22607729	+	22	22253182	22253331	+
22	22607733	22609710	+	22	22253331	22255308	+
22	22609710	22610455	+	22	22255309	22256054	+
22	22610455	22610667	+	22	22256056	22256268	+
22	22610667	22614240	+	22	22256270	22259843	+
22	22614240	22615125	+	22	22259845	22260730	+
22	22615125	22615606	+	22	22260731	22261212	+
22	22615606	22616642	+	22	22261216	22262252	+
22	22616642	22626577	+	22	22262259	22272194	+
22	22626577	22634023	+	22	22272195	22279641	+
22	22634025	22640271	+	22	22279641	22285887	+
22	22640271	22640311	+	22	22285909	22285949	+
22	22640311	22640312	+	22	22285957	22285958	+
22	22640320	22640353	+	22	22285958	22285991	+
22	22640364	22640366	+	22	22285991	22285993	+
22	22640366	22640398	+	22	22286005	22286037	+
22	22640414	22640416	+	22	22286037	22286039	+
22	22640416	22640709	+	22	22286055	22286348	+
22	22640710	22640735	+	22	22286348	22286373	+
22	22640736	22641286	+	22	22286373	22286923	+
22	22641289	22646093	+	22	22286923	22291727	+
22	22646093	22667210	+	22	22291728	22312845	+
22	22667210	22674126	+	22	22312855	22319771	+
22	22674127	22679811	+	22	22319771	22325455	+
22	22679813	22680607	+	22	22325455	22326249	+
22	22680608	22680841	+	22	22326249	22326482	+
22	22680841	22691282	+	22	22326483	22336924	+
22	22691286	22691915	+	22	22336924	22337553	+
22	22691915	22692091	+	22	22337554	22337730	+
22	22692091	22692095	+	22	22337732	22337736	+
22	22692095	22696880	+	22	22337742	22342527	+
22	22696880	22699920	+	22	22342528	22345568	+
22	22699920	22701115	+	22	22345569	22346764	+
22	22701115	22706699	+	22	22346765	22352349	+
22	22706699	22707452	+	22	22352350	22353103	+
22	22707452	22707835	+	22	22353104	22353487	+
22	22707835	22708991	+	22	22353488	22354644	+
22	22708992	22716122	+	22	22354644	22361774	+
22	22716134	22719622	+	22	22361774	22365262	+
22	22719630	22729307	+	22	22365262	22374939	+
22	22729308	22739629	+	22	22374939	22385260	+
22	22739629	22741580	+	22	22385262	22387213	+
22	22741581	22745771	+	22	22387213	22391403	+
22	22745771	22747099	+	22	22391404	22392732	+
22	22747099	22747489	+	22	22392733	22393123	+
22	22747489	22750077	+	22	22393151	22395739	+
22	22750077	22752083	+	22	22395740	22397746	+
22	22752083	22756773	+	22	22397748	22402438	+
22	22756773	22766045	+	22	22402441	22411713	+
22	22766049	22774303	+	22	22411713	22419967	+
22	22774304	22780917	+	22	22419967	22426580	+
22	22780917	22783529	+	22	22426581	22429193	+
22	22783530	22784102	+	22	22429193	22429765	+
22	22784103	22789763	+	22	22429765	22435425	+
22	22789763	22800531	+	22	22435426	22446194	+
22	22800532	22807071	+	22	22446194	22452733	+
22	22807071	22831833	+	22	22452734	22477496	+
22	22831836	22834045	+	22	22477496	22479705	+
22	22834045	22836074	+	22	22479708	22481737	+
22	22836082	22837245	+	22	22481737	22482900	+
22	22837245	22838153	+	22	22482909	22483817	+
22	22838153	22838737	+	22	22483818	22484402	+
22	22838748	22840122	+	22	22484402	22485776	+
22	22840122	22841789	+	22	22485780	22487447	+
22	22841789	22841830	+	22	22487462	22487503	+
22	22841830	22844003	+	22	22487505	22489678	+
22	22844003	22845777	+	22	22489679	22491453	+
22	22845777	22847205	+	22	22491457	22492885	+
22	22847205	22850424	+	22	22492886	22496105	+
22	22850424	22851135	+	22	22496106	22496817	+
22	22851135	22851525	+	22	22496818	22497208	+
22	22851525	22853095	+	22	22497223	22498793	+
22	22853103	22854675	+	22	22498793	22500365	+
22	22854675	22855336	+	22	22500367	22501028	+
22	22855342	22858740	+	22	22501028	22504426	+
22	22858743	22859890	+	22	22504426	22505573	+
22	22859896	22860371	+	22	22505573	22506048	+
22	22860371	22861873	+	22	22506052	22507554	+
22	22861873	22864836	+	22	22507555	22510518	+
22	22864841	22866890	+	22	22510518	22512567	+
22	22866892	22867808	+	22	22512567	22513483	+
22	22867808	22870620	+	22	22513484	22516296	+
22	22870632	22872212	+	22	22516296	22517876	+
22	22872216	22873125	+	22	22517876	22518785	+
22	22873128	22875010	+	22	22518785	22520667	+
22	22875010	22875932	+	22	22520673	22521595	+
22	22875933	22876881	+	22	22521595	22522543	+
22	22876881	22876892	+	22	22522545	22522556	+
22	22876894	22878379	+	22	22522556	22524041	+
22	22878379	22879185	+	22	22535960	22536766	+
22	22879185	22879901	+	22	22536768	22537484	+
22	22879901	22879910	+	22	22537487	22537496	+
22	22879914	22880080	+	22	22537496	22537662	+
22	22880081	22880536	+	22	22537662	22538117	+
22	22880539	22883186	+	22	22538117	22540764	+
22	22883187	22884264	+	22	22540764	22541841	+
22	22884264	22885923	+	22	22541842	22543501	+
22	22885923	22885956	+	22	22543502	22543535	+
22	22885957	22886042	+	22	22543535	22543620	+
22	22886043	22886185	+	22	22543620	22543762	+
22	22886187	22887679	+	22	22543762	22545254	+
22	22887679	22888219	+	22	22545255	22545795	+
22	22888222	22888591	+	22	22545795	22546164	+
22	22888591	22888624	+	22	22546165	22546198	+
22	22888624	22888663	+	22	22546200	22546239	+
22	22888663	22894842	+	22	22546241	22552420	+
22	22894842	22898429	+	22	22552421	22556008	+
22	22898429	22900358	+	22	22556009	22557938	+
22	22900358	22901090	+	22	22557939	22558671	+
22	22901090	22901233	+	22	22558682	22558825	+
22	22901233	22901249	+	22	22558826	22558842	+
22	22901249	22901324	+	22	22558843	22558918	+
22	22901325	22901988	+	22	22558918	22559581	+
22	22901988	22902997	+	22	22559582	22560591	+
22	22902998	22903108	+	22	22560591	22560701	+
22	22903108	22903176	+	22	22560702	22560770	+
22	22903176	22912822	+	22	22560771	22570417	+
22	22912822	22913742	+	22	22570418	22571338	+
22	22913758	22914330	+	22	22571338	22571910	+
22	22914342	22914394	+	22	22571910	22571962	+
22	22914398	22914469	+	22	22571962	22572033	+
22	22914473	22916158	+	22	22572033	22573718	+
22	22916158	22919509	+	22	22573719	22577070	+
22	22919510	22920896	+	22	22577070	22578456	+
22	22920922	22920947	+	22	22578456	22578481	+
22	22920969	22921125	+	22	22578481	22578637	+
22	22921125	22928355	+	22	22578661	22585891	+
22	22928359	22928365	+	22	22585891	22585897	+
22	22928368	22936323	+	22	22585897	22593852	+
22	22936323	22967760	+	22	22593853	22625290	+
22	22967761	22987353	+	22	22625290	22644882	+
22	22987353	23016693	+	22	22644883	22674223	+
22	23016693	23017161	+	22	22674224	22674692	+
22	23017165	23023444	+	22	22674692	22680971	+
22	23023444	23025073	+	22	22680972	22682601	+
22	23025075	23025287	+	22	22682601	22682813	+
22	23025287	23028410	+	22	22682815	22685938	+
22	23028410	23032106	+	22	22685946	22689642	+
22	23032126	23035171	+	22	22689642	22692687	+
22	23035172	23068605	+	22	22692687	22726120	+
22	23068609	23074910	+	22	22726120	22732421	+
22	23074910	23082568	+	22	22732422	22740080	+
22	23082568	23094268	+	22	22740081	22751781	+
22	23094270	23103422	+	22	22751781	22760933	+
22	23103426	23117739	+	22	22760933	22775246	+
22	23117739	23123041	+	22	22775249	22780551	+
22	23123041	23141993	+	22	22780552	22799504	+
22	23141993	23146825	+	22	22799505	22804337	+
22	23146825	23147445	+	22	22804338	22804958	+
22	23147446	23148673	+	22	22804958	22806185	+
22	23148675	23150802	+	22	22806185	22808312	+
22	23150809	23164824	+	22	22808312	22822327	+
22	23164824	23165105	+	22	22822328	22822609	+
22	23165105	23165242	+	22	22822610	22822747	+
22	23165242	23165839	+	22	22822748	22823345	+
22	23165839	23166254	+	22	22823346	22823761	+
22	23166279	23166282	+	22	22823761	22823764	+
22	23166285	23169957	+	22	22823764	22827436	+
22	23169957	23170013	+	22	22827437	22827493	+
22	23170013	23170288	+	22	22827494	22827769	+
22	23170288	23170871	+	22	22827770	22828353	+
22	23170871	23173797	+	22	22828691	22831617	+
22	23173798	23174697	+	22	22831617	22832516	+
22	23174697	23174996	+	22	22832520	22832819	+
22	23174996	23179392	+	22	22832820	22837216	+
22	23179393	23183066	+	22	22837216	22840889	+
22	23183066	23201534	+	22	22840891	22859359	+
22	23201538	23216003	+	22	22859359	22873824	+
22	23216004	23247463	+	22	22873824	22905283	+
22	23247463	23250921	+	22	22905293	22908751	+
22	23250924	23251181	+	22	22908751	22909008	+
22	23251181	23254916	+	22	22909011	22912746	+
22	23254917	23257373	+	22	22912746	22915202	+
22	23257373	23260277	+	22	22915203	22918107	+
22	23260279	23266401	+	22	22918107	22924229	+
22	23266402	23269417	+	22	22924229	22927244	+
22	23269420	23272378	+	22	22927244	22930202	+
22	23272378	23274888	+	22	22930203	22932713	+
22	23274888	23275852	+	22	22932723	22933687	+
22	23275853	23276901	+	22	22933687	22934735	+
22	23276929	23277057	+	22	22934735	22934863	+
22	23277057	23279897	+	22	22934878	22937718	+
22	23279897	23280470	+	22	22937719	22938292	+
22	23280470	23281557	+	22	22938304	22939391	+
22	23281557	23284420	+	22	22939394	22942257	+
22	23284439	23284981	+	22	22942257	22942799	+
22	23284983	23297249	+	22	22942799	22955065	+
22	23297249	23323807	+	22	22955075	22981633	+
22	23323808	23333589	+	22	22981633	22991414	+
22	23333589	23357600	+	22	22991422	23015433	+
22	23357601	23370523	+	22	23015433	23028355	+
22	23370531	23378793	+	22	23028355	23036617	+
22	23378794	23382372	+	22	23036617	23040195	+
22	23382373	23382451	+	22	23040195	23040273	+
22	23382453	23388484	+	22	23040273	23046304	+
22	23388484	23407740	+	22	23046306	23065562	+
22	23407741	23412560	+	22	23065562	23070381	+
22	23412567	23424029	+	22	23070381	23081843	+
22	23424030	24307893	+	22	23081843	23965706	+
22	24308077	24310940	+	22	23965889	23968752	+
22	24310941	24317828	+	22	23968752	23975639	+
22	24317830	24330426	+	22	23975639	23988235	+
22	24330432	24334246	+	22	23988238	23992052	+
22	24334246	24334975	+	22	23992053	23992782	+
22	24334987	24344473	+	22	23992793	24002279	+
22	24369962	24369965	+	22	23988235	23988238	-
22	24372215	24372398	+	22	23965706	23965889	+
22	24386893	24386904	+	22	23992782	23992793	+
22	24398724	24399295	+	22	24002279	24002850	+
22	24399296	24407566	+	22	24002850	24011120	+
22	24407570	24409665	+	22	24011120	24013215	+
22	24409666	24410884	+	22	24013215	24014433	+
22	24410885	24415599	+	22	24014433	24019147	+
22	24415599	24416124	+	22	24019148	24019673	+
22	24416124	24417304	+	22	24019674	24020854	+
22	24417304	24439325	+	22	24020856	24042877	+
22	24439339	24448932	+	22	24042877	24052470	+
22	24448933	24460975	+	22	24052470	24064512	+
22	24460977	24461569	+	22	24064512	24065104	+
22	24461569	24464915	+	22	24065618	24068964	+
22	24464915	24466030	+	22	24068965	24070080	+
22	24466031	24468184	+	22	24070080	24072233	+
22	24468184	24469976	+	22	24072234	24074026	+
22	24469976	24474906	+	22	24074027	24078957	+
22	24474909	24478058	+	22	24078957	24082106	+
22	24478059	24483880	+	22	24082106	24087927	+
22	24483881	24488679	+	22	24087927	24092725	+
22	24488689	24490808	+	22	24092725	24094844	+
22	24490808	24506611	+	22	24094845	24110648	+
22	24506612	24506845	+	22	24110648	24110881	+
22	24506848	24548916	+	22	24110881	24152949	+
22	24548917	24986578	+	22	24152949	24590610	+
22	24986578	26340075	+	22	24590611	25944108	+
22	26340075	26963300	+	22	25944109	26567334	+
22	26963300	26977305	+	22	26567335	26581340	+
22	26977305	27062700	+	22	26581341	26666736	+
22	27062700	27434861	+	22	26666737	27038898	+
22	27434861	27536398	+	22	27038899	27140436	+
22	27536398	27549681	+	22	27140437	27153720	+
22	27549682	27609784	+	22	27153720	27213822	+
22	27609784	28012848	+	22	27213823	27616887	+
22	28012848	28018520	+	22	27616890	27622562	+
22	28018521	28021845	+	22	27622562	27625886	+
22	28021850	28025631	+	22	27625886	27629667	+
22	28025631	28025970	+	22	27629668	27630007	+
22	28025972	28028200	+	22	27630007	27632235	+
22	28028202	28031031	+	22	27632235	27635064	+
22	28031031	28036540	+	22	27635066	27640575	+
22	28036542	28045379	+	22	27640575	27649412	+
22	28045379	28050067	+	22	27649432	27654120	+
22	28050069	28050845	+	22	27654120	27654896	+
22	28050848	28051318	+	22	27654896	27655366	+
22	28051318	28051832	+	22	27655367	27655881	+
22	28051836	28056235	+	22	27655881	27660280	+
22	28056240	28056748	+	22	27660280	27660788	+
22	28056748	28060248	+	22	27660789	27664289	+
22	28060248	28062285	+	22	27664290	27666327	+
22	28062289	28062318	+	22	27666327	27666356	+
22	28062318	28062838	+	22	27666357	27666877	+
22	28062843	28062845	+	22	27666877	27666879	+
22	28062845	28063990	+	22	27666882	27668027	+
22	28064004	28067952	+	22	27668027	27671975	+
22	28067972	28085507	+	22	27671975	27689510	+
22	28085508	28102146	+	22	27689510	27706148	+
22	28102147	28102393	+	22	27706148	27706394	+
22	28102393	28108113	+	22	27706395	27712115	+
22	28108113	28108738	+	22	27712116	27712741	+
22	28108738	28111895	+	22	27712749	27715906	+
22	28111895	29593560	+	22	27715907	29197572	+
22	29593561	29691523	+	22	29197572	29295534	+
22	29691524	29707641	+	22	29295534	29311651	+
22	29707641	30819612	+	22	29311652	30423623	+
22	30819615	30822922	+	22	30423627	30426934	+
22	30822922	31344233	+	22	30426935	30948246	+
22	31344233	32342932	+	22	30948247	31946946	+
22	32342933	32928923	+	22	31946946	32532936	+
22	32928923	33232691	+	22	32532937	32836705	+
22	33232692	33285039	+	22	32836705	32889052	+
22	33285039	33299548	+	22	32889053	32903562	+
22	33299548	33443254	+	22	32903563	33047269	+
22	33443255	34010930	+	22	33047269	33614944	+
22	34010930	34013461	+	22	33614945	33617476	+
22	34013461	34024597	+	22	33617477	33628613	+
22	34024598	34029195	+	22	33628613	33633210	+
22	34029196	34136469	+	22	33633210	33740483	+
22	34136470	34223718	+	22	33740483	33827731	+
22	34223719	34324353	+	22	33827731	33928365	+
22	34324354	34352327	+	22	33928365	33956338	+
22	34352327	34360319	+	22	33956339	33964331	+
22	34360320	34668900	+	22	33964331	34272911	+
22	34668901	34821835	+	22	34272911	34425845	+
22	34821836	34850759	+	22	34425845	34454768	+
22	34850760	35068139	+	22	34454768	34672147	+
22	35068139	35250153	+	22	34672148	34854162	+
22	35250153	35289537	+	22	34854163	34893547	+
22	35289538	35301039	+	22	34893547	34905048	+
22	35301039	35324426	+	22	34905049	34928436	+
22	35324426	35395889	+	22	34928437	34999900	+
22	35395890	35417299	+	22	34999900	35021309	+
22	35417300	35420176	+	22	35021309	35024185	+
22	35420177	35447317	+	22	35024185	35051325	+
22	35447318	35887911	+	22	35051325	35491918	+
22	35887929	35888144	+	22	35491918	35492133	+
22	35888180	36248991	+	22	35492133	35852944	+
22	36248991	36252099	+	22	35852945	35856053	+
22	36252100	36293031	+	22	35856053	35896984	+
22	36293032	36587845	+	22	35896984	36191797	+
22	36587845	36705143	+	22	36191799	36309097	+
22	36705143	36840455	+	22	36309098	36444410	+
22	36840460	36843158	+	22	36444410	36447108	+
22	36843158	37066327	+	22	36447111	36670280	+
22	37066327	37075062	+	22	36670281	36679016	+
22	37075062	37140644	+	22	36679017	36744599	+
22	37140644	37223358	+	22	36744600	36827314	+
22	37223358	37243537	+	22	36827315	36847494	+
22	37243537	37346852	+	22	36847495	36950810	+
22	37346852	37430392	+	22	36950811	37034351	+
22	37430392	37602586	+	22	37034352	37206546	+
22	37602586	37604953	+	22	37206547	37208914	+
22	37604954	37659149	+	22	37208914	37263109	+
22	37659150	37745484	+	22	37263109	37349443	+
22	37745484	37800560	+	22	37349444	37404520	+
22	37800560	37816747	+	22	37404521	37420708	+
22	37816747	37820718	+	22	37420709	37424680	+
22	37820718	37821907	+	22	37424681	37425870	+
22	37821915	37822401	+	22	37425870	37426356	+
22	37822401	37822693	+	22	37426358	37426650	+
22	37822693	37823292	+	22	37426654	37427253	+
22	37823292	37824715	+	22	37427257	37428680	+
22	37824715	37826396	+	22	37428683	37430364	+
22	37826400	37831500	+	22	37430364	37435464	+
22	37831500	37840860	+	22	37435465	37444825	+
22	37840860	37842857	+	22	37444826	37446823	+
22	37842860	37846790	+	22	37446823	37450753	+
22	37846790	37852050	+	22	37450754	37456014	+
22	37852052	37887644	+	22	37456014	37491606	+
22	37887644	38623405	+	22	37491637	38227398	+
22	38623405	38694590	+	22	38227399	38298584	+
22	38694590	38845065	+	22	38298585	38449060	+
22	38845066	38853732	+	22	38449060	38457726	+
22	38853732	40262810	+	22	38457727	39866805	+
22	40262810	42519471	+	22	39866806	42123467	+
22	42519472	42522140	+	22	42123467	42126135	+
22	42522140	42528051	+	22	42126138	42132049	+
22	42528056	42530102	+	22	42132049	42134095	+
22	42530102	42531072	+	22	42134096	42135066	+
22	42531075	42534865	+	22	42135066	42138856	+
22	42534867	42537119	+	22	42138856	42141108	+
22	42537119	42538470	+	22	42141109	42142460	+
22	42538470	42543094	+	22	42142469	42147093	+
22	42543094	42544550	+	22	42147105	42148561	+
22	42544552	42548925	+	22	42148561	42152934	+
22	42548944	42549909	+	22	42152934	42153899	+
22	42549909	43819030	+	22	42153903	43423024	+
22	43819030	43820681	+	22	43423025	43424676	+
22	43820682	43827027	+	22	43424676	43431021	+
22	43827027	43828223	+	22	43431024	43432220	+
22	43828227	43828644	+	22	43432220	43432637	+
22	43828644	43828663	+	22	43432653	43432672	+
22	43828663	43828701	+	22	43432717	43432755	+
22	43828701	43828761	+	22	43432761	43432821	+
22	43828761	43829372	+	22	43432827	43433438	+
22	43829372	43829682	+	22	43433450	43433760	+
22	43829682	43831373	+	22	43433762	43435453	+
22	43831373	43840198	+	22	43435454	43444279	+
22	43840198	43841463	+	22	43444293	43445558	+
22	43841464	43841786	+	22	43445558	43445880	+
22	43841787	43843791	+	22	43445880	43447884	+
22	43843794	43844488	+	22	43447884	43448578	+
22	43844488	43845320	+	22	43448590	43449422	+
22	43845321	43845775	+	22	43449422	43449876	+
22	43845776	43856106	+	22	43449876	43460206	+
22	43856106	43859701	+	22	43460212	43463807	+
22	43859701	43860169	+	22	43463823	43464291	+
22	43860171	45393849	+	22	43464291	44997969	+
22	45393850	45748285	+	22	44997969	45352404	+
22	45748285	45800137	+	22	45352405	45404257	+
22	45800138	45810279	+	22	45404257	45414398	+
22	45810279	45834109	+	22	45414399	45438229	+
22	45834110	45886752	+	22	45438229	45490871	+
22	45886752	46534881	+	22	45490872	46139001	+
22	46534881	46534945	+	22	46139004	46139068	+
22	46534945	46537906	+	22	46139071	46142032	+
22	46537907	46540236	+	22	46142032	46144361	+
22	46540237	46542304	+	22	46144361	46146428	+
22	46542331	46550891	+	22	46146428	46154988	+
22	46550891	46553818	+	22	46154996	46157923	+
22	46553819	46555091	+	22	46157923	46159195	+
22	46555094	46564250	+	22	46159195	46168351	+
22	46564251	46566302	+	22	46168351	46170402	+
22	46566302	46568217	+	22	46170403	46172318	+
22	46568217	47247120	+	22	46172320	46851223	+
22	47247120	47523908	+	22	46851224	47128012	+
22	47523908	47523926	+	22	47128020	47128038	+
22	47523927	47523947	+	22	47128038	47128058	+
22	47523949	47523969	+	22	47128058	47128078	+
22	47523969	47571984	+	22	47128326	47176341	+
22	47571985	47572163	+	22	47176341	47176519	+
22	47572190	47572245	+	22	47176519	47176574	+
22	47572245	47572250	+	22	47176576	47176581	+
22	47572254	47572333	+	22	47176581	47176660	+
22	47572360	47572397	+	22	47176660	47176697	+
22	47572422	47572434	+	22	47176697	47176709	+
22	47572461	47573483	+	22	47176709	47177731	+
22	47573484	47579991	+	22	47177731	47184238	+
22	47579991	47582683	+	22	47184240	47186932	+
22	47582683	47840570	+	22	47186933	47444820	+
22	47840570	48398155	+	22	47444821	48002406	+
22	48398162	48406697	+	22	48002406	48010941	+
22	48406698	48409250	+	22	48010941	48013493	+
22	48409251	48413282	+	22	48013493	48017524	+
22	48413292	48422844	+	22	48017524	48027076	+
22	48422844	48422846	+	22	48027079	48027081	+
22	48422896	48427259	+	22	48027081	48031444	+
22	48427261	48566601	+	22	48031444	48170784	+
22	48566601	48568569	+	22	48170788	48172756	+
22	48568569	49489908	+	22	48172757	49094096	+
22	49489908	49489966	+	22	49094184	49094242	+
22	49489966	49489983	+	22	49094243	49094260	+
22	49489984	49539920	+	22	49094260	49144196	+
22	49539932	49542404	+	22	49144196	49146668	+
22	49542405	49544893	+	22	49146668	49149156	+
22	49544931	49545449	+	22	49149156	49149674	+
22	49545449	49547809	+	22	49149679	49152039	+
22	49547809	49548221	+	22	49152058	49152470	+
22	49548221	49548451	+	22	49152471	49152701	+
22	49548451	49548625	+	22	49152702	49152876	+
22	49548625	49551608	+	22	49152882	49155865	+
22	49551778	49551785	+	22	49156099	49156106	+
22	49551799	49551862	+	22	49156106	49156169	+
22	49551896	49552130	+	22	49155865	49156099	+
22	49552180	49556734	+	22	49156169	49160723	+
22	49556735	49560791	+	22	49160723	49164779	+
22	49560791	49693995	+	22	49164865	49298069	+
22	49693995	49748847	+	22	49298070	49352922	+
22	49748847	49753729	+	22	49352923	49357805	+
22	49753729	49755293	+	22	49357806	49359370	+
22	49755322	49755782	+	22	49359370	49359830	+
22	49755783	49760387	+	22	49359830	49364434	+
22	49760387	49762725	+	22	49364488	49366826	+
22	49762727	49762769	+	22	49366826	49366868	+
22	49762771	49765477	+	22	49366868	49369574	+
22	49765477	49767909	+	22	49369575	49372007	+
22	49767910	49769318	+	22	49372007	49373415	+
22	49769318	49770609	+	22	49373416	49374707	+
22	49770613	49771260	+	22	49374707	49375354	+
22	49771260	49773439	+	22	49375368	49377547	+
22	49773467	49774109	+	22	49377547	49378189	+
22	49774109	49778543	+	22	49378190	49382624	+
22	49778543	49779353	+	22	49382673	49383483	+
22	49779353	49779812	+	22	49383485	49383944	+
22	49779812	49779919	+	22	49386068	49386175	+
22	49779919	49780039	+	22	49386177	49386297	+
22	49780039	49780117	+	22	49386299	49386377	+
22	49780117	49780136	+	22	49386379	49386398	+
22	49780136	49780184	+	22	49386400	49386448	+
22	49780184	49780224	+	22	49386450	49386490	+
22	49780224	49780466	+	22	49386493	49386735	+
22	49780466	49780719	+	22	49386815	49387068	+
22	49780723	49780796	+	22	49387068	49387141	+
22	49780796	49782997	+	22	49387144	49389345	+
22	49782997	49792020	+	22	49389347	49398370	+
22	49792020	49935813	+	22	49398371	49542164	+
22	49935813	50364777	+	22	49542165	49971129	+
22	50414777	51042513	+	22	49976348	50604084	+
22	51042513	51244566	+	22	50604085	50806138	+
X	60000	94821	+	X	10000	44821	+
X	144821	231384	+	X	228154	314717	+
X	281384	1047557	+	X	320649	1086822	+
X	1110731	1112084	+	X	1086822	1088175	+
X	1188328	1264234	+	X	1088175	1164081	+
X	1314234	1314319	+	X	1196119	1196204	+
X	1314319	1315207	+	X	1196205	1197093	+
X	1315210	1316332	+	X	1197093	1198215	+
X	1316548	1316624	+	X	1198423	1198499	+
X	1316673	1316728	+	X	1198368	1198423	+
X	1316824	1316912	+	X	1198215	1198303	+
X	1317128	1317193	+	X	1198303	1198368	+
X	1317356	1317598	+	X	1198499	1198741	+
X	1317604	1318791	+	X	1198741	1199928	+
X	1318800	1318804	+	X	1199928	1199932	+
X	1318811	1318956	+	X	1199932	1200077	+
X	1318958	1318995	+	X	1200077	1200114	+
X	1318997	1319217	+	X	1200114	1200334	+
X	1319217	1319289	+	X	1200336	1200408	+
X	1319290	1319317	+	X	1200408	1200435	+
X	1319319	1319477	+	X	1200435	1200593	+
X	1319479	1319541	+	X	1200593	1200655	+
X	1319541	1319559	+	X	1200669	1200687	+
X	1319559	1319569	+	X	1200691	1200701	+
X	1319569	1319578	+	X	1200732	1200741	+
X	1319578	1319674	+	X	1200750	1200846	+
X	1319674	1320128	+	X	1200848	1201302	+
X	1320138	1320193	+	X	1201302	1201357	+
X	1320197	1320324	+	X	1201357	1201484	+
X	1320324	1320365	+	X	1201488	1201529	+
X	1320399	1320527	+	X	1201529	1201657	+
X	1320531	1320677	+	X	1201657	1201803	+
X	1320677	1321517	+	X	1201807	1202647	+
X	1321517	1321987	+	X	1202648	1203118	+
X	1321987	1322963	+	X	1203121	1204097	+
X	1322974	1323058	+	X	1204097	1204181	+
X	1323074	2068238	+	X	1204181	1949345	+
X	2118238	2119287	+	X	2200264	2201313	+
X	2119289	2119955	+	X	2201313	2201979	+
X	2119987	2120031	+	X	2201979	2202023	+
X	2120031	2120590	+	X	2202031	2202590	+
X	2120592	2121048	+	X	2202590	2203046	+
X	2121051	2123093	+	X	2203046	2205088	+
X	2123093	2123826	+	X	2205089	2205822	+
X	2123829	2124617	+	X	2205822	2206610	+
X	2124618	2124631	+	X	2206610	2206623	+
X	2124631	2124641	+	X	2206625	2206635	+
X	2124641	2124646	+	X	2206638	2206643	+
X	2124648	2124652	+	X	2206643	2206647	+
X	2124654	2124658	+	X	2206647	2206651	+
X	2124660	2124664	+	X	2206651	2206655	+
X	2124666	2124670	+	X	2206655	2206659	+
X	2124672	2124676	+	X	2206659	2206663	+
X	2124678	2124682	+	X	2206663	2206667	+
X	2124684	2124698	+	X	2206667	2206681	+
X	2124698	2125266	+	X	2206685	2207253	+
X	2125266	2125323	+	X	2207255	2207312	+
X	2125335	2125596	+	X	2207312	2207573	+
X	2125597	2126229	+	X	2207573	2208205	+
